price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
6551046,6247,4,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
6188657,5765,4,4,4,yes,no,no,no,yes,2,no,unfurnished
4992112,1142,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
6834785,5032,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
4449159,8384,4,2,4,yes,no,no,no,yes,0,yes,unfurnished
5848184,4356,5,2,3,yes,no,no,no,yes,2,no,semi-furnished
2857358,4791,5,2,3,yes,no,no,no,yes,2,yes,furnished
5717391,890,4,4,4,yes,yes,no,no,yes,2,yes,semi-furnished
6527714,4412,4,2,3,yes,no,yes,no,no,0,yes,semi-furnished
8186130,7403,3,4,4,yes,no,yes,no,yes,2,yes,semi-furnished
4801895,7106,5,2,3,yes,no,no,no,no,2,yes,furnished
5122266,3997,4,4,3,yes,no,no,no,no,2,no,furnished
6991630,1744,4,2,3,yes,no,yes,no,no,2,yes,furnished
2390055,1366,4,2,3,no,no,yes,no,no,2,yes,unfurnished
7424049,4718,4,2,1,yes,no,yes,no,no,2,yes,furnished
3305456,1355,4,4,2,yes,yes,no,no,yes,2,yes,semi-furnished
4280204,4774,3,1,4,yes,no,yes,no,yes,0,yes,semi-furnished
4184391,5443,4,3,3,yes,no,no,yes,yes,3,yes,semi-furnished
5354006,6585,3,4,2,yes,no,no,no,yes,2,yes,unfurnished
5132000,3183,4,2,4,yes,no,no,no,no,0,yes,unfurnished
4017216,5050,5,2,3,yes,yes,no,no,yes,3,no,furnished
6282742,2874,3,2,3,yes,no,no,no,yes,3,yes,furnished
6084033,5671,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
7815115,5848,5,2,4,yes,no,no,no,no,2,yes,semi-furnished
399315,3278,4,2,4,yes,yes,yes,no,no,0,no,furnished
2599965,4668,4,4,3,yes,no,no,no,yes,0,no,semi-furnished
2528674,2158,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
1920124,2719,4,2,3,yes,no,yes,no,yes,3,no,unfurnished
8110074,4081,5,2,3,no,yes,no,no,yes,2,yes,unfurnished
4900017,6193,4,4,4,no,no,no,no,yes,2,no,furnished
1422048,6235,5,2,1,yes,no,no,no,no,2,yes,unfurnished
4449058,7128,4,2,3,yes,no,no,no,no,2,no,unfurnished
755974,2461,3,2,2,yes,no,yes,no,yes,3,yes,semi-furnished
3425262,5471,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
8061456,6965,3,2,3,yes,no,no,no,yes,0,yes,semi-furnished
4136979,5208,4,2,4,yes,no,no,no,yes,3,no,unfurnished
4671331,4395,3,2,3,no,no,no,no,no,0,yes,semi-furnished
3230167,7821,4,1,4,no,no,no,no,no,2,no,semi-furnished
4258023,3838,5,2,3,yes,no,no,no,yes,2,yes,furnished
5031156,3541,4,4,4,yes,no,no,yes,yes,2,yes,semi-furnished
3266313,7554,4,2,4,yes,no,no,no,yes,0,yes,furnished
4695090,8111,4,2,1,yes,no,no,no,yes,3,yes,semi-furnished
2861311,7409,3,2,3,yes,no,yes,no,no,2,yes,unfurnished
6276025,6214,4,2,4,yes,yes,no,no,yes,3,yes,unfurnished
2547266,1460,4,2,4,yes,no,no,no,yes,0,yes,unfurnished
7165177,8781,5,2,4,yes,no,no,no,yes,0,yes,semi-furnished
3754867,4991,3,2,2,yes,no,yes,no,yes,3,no,unfurnished
5126751,5458,5,4,2,no,no,yes,no,no,2,yes,furnished
3980735,7478,4,2,3,yes,yes,no,no,yes,3,yes,furnished
5905124,3322,4,2,2,no,no,yes,no,yes,3,yes,unfurnished
3450112,7189,3,2,2,yes,no,no,no,yes,2,yes,unfurnished
1797262,10551,5,4,3,yes,no,no,no,yes,2,yes,semi-furnished
5414374,6327,5,2,3,yes,no,no,no,yes,0,yes,furnished
5003325,6724,4,2,4,yes,no,yes,no,no,2,yes,unfurnished
4344486,4591,5,2,2,yes,no,yes,no,yes,2,no,semi-furnished
6513232,3564,3,4,4,yes,no,no,no,yes,2,yes,unfurnished
9236783,2854,5,2,3,yes,no,yes,no,yes,1,yes,unfurnished
4164937,6536,4,2,4,yes,no,yes,no,yes,3,yes,furnished
6558898,8900,4,4,3,yes,yes,no,no,yes,3,no,semi-furnished
3732658,5957,4,2,3,yes,yes,no,no,yes,0,yes,furnished
5153338,6674,3,2,3,yes,no,no,no,no,2,yes,furnished
4795060,3709,5,2,3,yes,yes,yes,no,yes,3,yes,semi-furnished
7629230,6929,4,2,1,no,no,no,no,yes,2,yes,semi-furnished
381874,5314,4,2,3,yes,no,yes,no,yes,2,no,semi-furnished
132567,4439,5,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
4224914,2032,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3029136,6514,4,4,1,yes,no,no,no,yes,0,yes,semi-furnished
5791690,7376,3,2,4,yes,no,no,no,yes,2,yes,unfurnished
2245501,6055,5,2,1,yes,yes,yes,no,yes,2,yes,furnished
6795735,3356,4,2,3,yes,no,no,no,yes,2,yes,furnished
6743146,3986,5,2,4,yes,no,yes,no,yes,3,no,unfurnished
3593223,1228,4,2,3,yes,no,yes,no,yes,2,yes,furnished
4521802,4294,3,2,3,yes,no,no,no,no,2,yes,unfurnished
3029850,4016,4,4,3,yes,no,yes,no,yes,2,yes,semi-furnished
6707842,4976,4,4,3,yes,no,no,no,no,2,yes,semi-furnished
5271643,7718,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
6591749,7060,3,2,4,yes,yes,no,no,yes,1,yes,furnished
4077278,5022,3,2,4,yes,no,yes,no,yes,2,yes,furnished
5969446,6571,3,2,3,yes,no,no,no,yes,0,yes,semi-furnished
5187175,6513,5,4,4,yes,no,no,no,yes,3,yes,semi-furnished
7114848,3805,4,4,3,no,no,no,no,yes,3,no,unfurnished
2512269,6181,3,2,3,no,yes,no,no,yes,2,yes,unfurnished
4525045,3697,3,2,3,yes,no,no,no,yes,0,yes,furnished
6103477,4196,4,2,4,yes,no,yes,no,yes,2,yes,furnished
6286784,2711,3,2,3,yes,no,yes,no,no,2,yes,unfurnished
1412057,7657,5,4,4,yes,no,yes,no,yes,3,no,furnished
5377424,5010,3,4,4,yes,no,no,no,no,2,yes,semi-furnished
3743715,5036,4,2,3,yes,yes,yes,no,yes,3,no,unfurnished
7223675,1937,4,2,3,no,no,no,no,no,3,yes,furnished
2822918,10101,4,2,4,yes,no,yes,no,no,2,yes,furnished
7013616,6125,4,4,3,yes,no,no,yes,no,2,no,furnished
6692699,4038,3,2,4,no,no,no,no,yes,2,no,furnished
5101574,4884,4,2,3,yes,no,yes,no,yes,3,yes,furnished
3154964,2892,5,1,3,yes,no,no,no,yes,0,no,semi-furnished
2871177,1818,4,2,3,yes,yes,yes,no,yes,3,yes,semi-furnished
8064987,7643,3,2,3,yes,no,no,no,yes,0,yes,unfurnished
3670050,6605,5,2,4,yes,no,no,no,yes,2,yes,furnished
6171384,7347,4,2,3,yes,no,no,no,yes,0,yes,furnished
2786820,6122,3,4,3,yes,yes,yes,no,yes,3,yes,furnished
2997797,8470,4,2,1,yes,no,yes,no,yes,2,yes,unfurnished
5950524,6741,3,2,3,yes,no,no,no,no,2,no,unfurnished
4158488,4322,4,2,2,yes,no,yes,no,no,2,yes,furnished
6692240,5737,3,2,3,yes,no,no,no,yes,3,no,unfurnished
7234003,3288,4,2,4,yes,no,yes,no,yes,2,yes,unfurnished
5146655,-96,3,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
5847969,5163,5,2,3,yes,no,no,no,yes,2,no,unfurnished
7618227,5399,5,2,2,yes,no,no,no,yes,1,yes,furnished
2766893,9025,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
6311035,5340,4,1,3,no,no,no,no,no,3,no,semi-furnished
2136669,3165,4,4,4,yes,yes,yes,no,yes,1,no,semi-furnished
3243831,7453,4,4,3,yes,no,no,no,yes,3,no,semi-furnished
6315119,4798,4,4,3,no,no,no,no,yes,2,yes,unfurnished
6722893,2335,4,2,4,yes,no,no,no,yes,2,no,semi-furnished
6060851,5798,4,4,3,no,no,yes,no,yes,0,yes,furnished
1726372,5669,2,4,3,yes,no,no,no,yes,3,yes,semi-furnished
2291763,8345,4,4,4,yes,no,no,no,yes,2,yes,furnished
3345348,5161,4,2,3,yes,no,no,no,no,0,yes,semi-furnished
3592485,6570,4,2,3,yes,yes,no,no,yes,0,yes,furnished
4076094,6454,5,4,4,yes,yes,no,no,no,2,yes,furnished
5729367,7634,3,2,3,no,no,no,no,no,3,yes,semi-furnished
6234759,5227,4,2,4,yes,yes,no,no,no,3,no,furnished
3467755,2484,3,2,2,yes,yes,yes,no,no,0,yes,furnished
3593179,4539,4,2,3,no,yes,no,no,yes,2,yes,semi-furnished
7446465,9864,4,2,3,yes,no,no,no,no,2,no,semi-furnished
6684571,6254,4,2,4,yes,no,yes,no,yes,0,no,furnished
6121374,4933,5,2,1,yes,no,no,no,yes,1,yes,unfurnished
4320522,8507,4,2,3,no,no,no,no,yes,2,no,furnished
5881447,545,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
8546045,4053,5,2,3,yes,no,no,no,yes,2,yes,furnished
6005190,7871,4,2,3,yes,no,no,no,yes,1,yes,semi-furnished
4035447,5831,4,2,3,yes,no,no,no,yes,2,yes,furnished
4860366,3063,4,2,4,yes,no,no,no,yes,2,yes,unfurnished
4937977,2996,5,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
5089097,4074,4,2,3,yes,yes,no,no,yes,3,yes,unfurnished
6596479,3708,5,4,4,yes,no,no,no,yes,0,yes,semi-furnished
5577959,6692,5,2,3,yes,no,no,no,no,2,no,unfurnished
6501985,5627,3,1,3,no,no,yes,no,yes,3,yes,unfurnished
7795998,3254,3,2,3,yes,yes,no,no,yes,3,no,semi-furnished
6701633,8932,4,2,2,yes,yes,yes,no,no,0,no,semi-furnished
7574560,3755,4,4,4,yes,no,yes,no,yes,2,yes,semi-furnished
3776753,3431,4,4,3,no,no,no,no,no,2,yes,furnished
6619750,6053,4,2,3,yes,no,no,no,no,2,yes,furnished
5477070,4044,4,2,3,yes,yes,no,no,yes,2,yes,furnished
3975558,7249,4,4,4,yes,no,yes,no,yes,0,no,furnished
4280613,3721,4,4,4,yes,no,no,no,no,2,yes,furnished
2358847,1003,5,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
3732770,6728,4,2,4,yes,no,yes,no,yes,0,yes,unfurnished
5263263,8883,4,4,2,no,no,yes,no,yes,2,no,semi-furnished
8057668,5997,3,2,3,yes,no,no,no,yes,3,yes,semi-furnished
3365198,5608,4,4,4,yes,no,yes,no,yes,3,yes,furnished
4418470,3970,4,2,3,yes,no,yes,no,yes,2,no,furnished
4544362,5642,3,2,2,yes,no,yes,no,yes,2,yes,unfurnished
8492219,3566,4,4,4,no,no,no,no,yes,2,no,furnished
2939404,4061,4,2,3,yes,no,no,no,yes,3,no,unfurnished
5748264,6888,4,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
3098466,5191,5,4,3,yes,no,no,no,yes,2,yes,semi-furnished
7873192,5547,4,2,4,yes,no,no,no,yes,2,yes,furnished
3953235,5386,4,2,4,yes,no,no,no,yes,2,no,furnished
5301311,2688,4,2,3,yes,no,yes,no,yes,0,yes,unfurnished
-96891,5659,4,2,4,yes,yes,yes,no,yes,2,no,semi-furnished
4884872,4137,4,2,3,yes,no,no,no,yes,2,no,furnished
3788803,1926,4,2,1,yes,no,no,no,yes,0,yes,unfurnished
6701973,7135,4,4,3,no,no,yes,no,yes,0,yes,furnished
3698989,3146,4,2,4,yes,no,no,no,yes,2,no,unfurnished
5248812,4376,3,2,4,yes,no,no,no,no,2,yes,semi-furnished
6212694,5440,6,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
5599382,2861,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
5040508,6679,5,2,4,no,no,no,no,no,2,no,semi-furnished
6636106,6929,3,2,4,yes,yes,no,no,yes,2,yes,semi-furnished
3246717,8564,3,2,3,yes,yes,yes,no,yes,2,yes,furnished
5753594,7599,4,2,1,yes,no,no,no,yes,0,yes,furnished
4304046,689,5,4,3,no,yes,no,no,yes,2,yes,semi-furnished
6256466,4160,4,2,4,yes,no,yes,no,yes,2,yes,furnished
5805088,4818,3,2,4,no,no,yes,no,yes,3,no,semi-furnished
1096844,2596,4,2,3,yes,yes,no,no,no,0,yes,unfurnished
5041104,4525,3,2,1,yes,no,no,no,yes,2,yes,semi-furnished
4615943,9289,4,4,3,yes,yes,yes,no,yes,3,yes,semi-furnished
1759010,3714,3,4,3,no,no,yes,no,no,0,no,furnished
3776835,6855,4,4,1,yes,no,yes,no,no,2,yes,furnished
6643985,7486,4,2,2,yes,no,no,no,yes,2,yes,semi-furnished
9908833,2537,5,2,4,yes,no,yes,no,yes,2,yes,unfurnished
2680972,4383,4,2,3,yes,no,yes,no,no,2,yes,unfurnished
7617132,4685,4,2,4,no,no,no,no,yes,2,yes,furnished
4172828,3743,5,2,2,yes,no,no,no,yes,2,no,furnished
5631115,4162,3,2,3,yes,no,yes,no,yes,2,no,furnished
7030001,4119,4,2,3,no,yes,yes,no,no,0,no,unfurnished
4159073,5877,3,2,3,no,no,yes,no,no,3,yes,furnished
8034339,2831,4,2,3,yes,no,no,no,yes,3,no,unfurnished
671619,7294,3,4,2,yes,no,yes,no,yes,2,yes,unfurnished
6654245,5646,3,2,2,yes,no,no,no,yes,2,no,unfurnished
6657726,2831,3,4,1,no,no,yes,no,yes,2,yes,semi-furnished
6059755,4949,2,4,4,no,no,yes,no,yes,3,yes,semi-furnished
5295877,4221,3,2,4,yes,no,yes,yes,no,3,yes,furnished
4422788,3704,5,2,4,yes,no,yes,no,yes,3,no,furnished
2832218,3365,3,2,3,yes,no,no,no,no,2,yes,furnished
6380593,4230,3,2,3,yes,no,yes,no,yes,2,no,unfurnished
1467385,3065,4,1,4,yes,yes,yes,yes,yes,2,yes,furnished
6473357,4940,4,2,4,yes,yes,yes,no,yes,2,yes,unfurnished
7658451,5080,3,2,4,yes,no,yes,no,no,0,yes,furnished
5983649,4565,4,2,4,yes,no,no,no,yes,3,yes,unfurnished
2832717,8841,4,2,3,no,no,no,no,yes,0,no,unfurnished
4923035,6842,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
4998307,5336,2,4,4,yes,no,yes,no,no,0,yes,furnished
4739690,5867,4,4,3,no,no,no,no,no,3,yes,furnished
7673056,1788,4,2,3,yes,yes,no,no,no,2,no,unfurnished
3422487,8846,4,2,4,yes,yes,no,no,no,0,yes,furnished
3409998,4349,4,2,1,yes,no,no,no,yes,3,yes,semi-furnished
3630729,3754,5,2,4,yes,no,yes,no,yes,3,yes,furnished
6018663,3646,3,2,3,yes,no,no,no,no,2,yes,unfurnished
7176676,5664,3,4,3,yes,no,no,no,yes,2,no,furnished
5735237,8516,5,2,1,yes,no,yes,no,yes,2,no,semi-furnished
4164042,3009,5,2,3,no,no,yes,no,yes,0,no,semi-furnished
8589279,3794,4,2,4,yes,yes,no,no,no,2,yes,furnished
5121228,1809,3,1,3,yes,yes,yes,no,yes,0,no,furnished
2038591,3588,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
5053712,587,4,2,2,yes,yes,yes,no,no,2,yes,semi-furnished
6943715,5679,5,4,2,yes,no,yes,no,yes,3,no,semi-furnished
6892808,7833,3,2,4,yes,no,yes,no,no,0,yes,semi-furnished
5951143,3369,5,4,2,yes,no,yes,no,yes,2,yes,furnished
7289116,5223,4,4,4,no,no,no,no,yes,2,no,unfurnished
5360389,6229,4,2,3,yes,yes,yes,no,yes,0,yes,furnished
8779627,2354,4,2,4,yes,yes,yes,no,no,0,yes,semi-furnished
6072687,3107,4,2,4,yes,no,yes,no,no,2,yes,unfurnished
5011808,4053,4,2,4,yes,no,no,no,yes,0,yes,unfurnished
8857420,6118,2,2,3,yes,no,no,no,yes,3,no,semi-furnished
3047266,6499,3,2,4,no,no,yes,no,yes,3,no,semi-furnished
5039387,6965,4,2,1,yes,yes,no,no,no,2,yes,semi-furnished
4248472,6573,4,4,3,yes,no,yes,no,yes,2,yes,furnished
2670613,6081,3,2,4,yes,no,yes,no,yes,2,yes,furnished
3484748,5828,4,2,3,yes,no,no,no,no,2,yes,furnished
2320039,8495,3,2,4,yes,no,yes,no,yes,0,yes,semi-furnished
1403833,3706,3,2,4,yes,no,no,no,yes,2,no,furnished
3978726,3249,3,4,3,yes,yes,yes,no,yes,2,no,furnished
4950814,8424,4,2,4,yes,no,no,no,no,0,yes,furnished
4804345,4295,4,2,2,yes,no,no,no,yes,2,no,furnished
3849643,5483,3,2,4,yes,no,no,no,no,2,no,furnished
7475374,6514,4,2,4,yes,no,yes,no,no,2,yes,semi-furnished
5660524,10937,5,2,4,yes,no,no,no,yes,2,yes,unfurnished
5215557,4454,4,4,4,yes,no,no,no,yes,0,no,semi-furnished
2444538,9606,3,4,3,yes,yes,no,yes,yes,2,yes,semi-furnished
5506078,7207,4,2,2,no,yes,no,no,no,0,no,furnished
9598512,6445,3,2,4,yes,yes,no,no,no,2,yes,unfurnished
4709385,1931,4,3,2,yes,no,no,no,yes,2,yes,unfurnished
5466890,7619,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
2912594,7504,4,2,1,yes,no,no,no,yes,3,yes,unfurnished
3191980,8077,4,4,4,yes,no,yes,no,no,3,yes,semi-furnished
3276706,4158,5,4,4,yes,no,no,no,yes,2,yes,furnished
